birthDateDay,birthDateMonth,birthDateYear,bodytype,drinking,educationValue,gender,heightCm,locationFormatted,smoking,username,lat,long,minAge,maxAge,age,sexPreference,orientation
9,11,1977,,,,woman,163,taipei,no,chocomilk_w,24.94467531,121.5324856,26,50,39,man,straight
2,11,1969,thin,socially,,woman,160,taipei,no,amiw333,25.06932724,121.5326918,46,55,47,man,straight
29,4,1988,,,,man,0,taipei,,occult30,25.12387269,121.532932,21,42,28,man,gay
18,3,1987,,socially,,woman,164,taipei,no,pearl318,24.99119456,121.5331287,20,47,29,man,straight
13,2,1996,,,,woman,155,taipei,,sharon0213,25.05548151,121.5331362,18,28,20,man,straight
25,3,1992,,socially,,man,0,taipei,,silencemonkey,25.08543736,121.5331687,19,34,24,woman,straight
3,11,1975,,,,woman,0,taipei,,funtpe,25.01828171,121.53331,27,68,41,man,straight
8,1,1976,average_build,socially,two_year_college,woman,160,taipei,no,dhang_verona,25.15240804,121.5333412,45,70,41,man,straight
10,10,1984,,often,,man,0,taipei,yes,koookooo3,25.10059645,121.5333568,23,50,32,woman,straight
10,5,1974,,,,man,0,taipei,,maskstamper,25.1008369,121.5333627,28,70,42,woman,straight
8,1,1974,,socially,,man,180,taipei,,soyanka,25.02614542,121.5334268,28,45,43,woman,straight
1,9,1976,,socially,university,woman,0,taipei,no,doristsrng,25.03513045,121.5334501,27,70,40,man,straight
25,2,1979,,socially,,woman,0,taipei,no,chanyao,25.14247369,121.5334633,30,45,37,man,straight
23,9,1979,thin,socially,university,woman,158,taipei,,jocelyneliu,25.20901994,121.5334858,30,42,37,man,straight
19,7,1979,average_build,socially,post_grad,woman,155,taipei,no,irene0719,25.07350414,121.5336086,33,47,37,man,straight
1,8,1986,,,,man,0,taipei,,maxchou_2015,25.0592333,121.5336634,22,46,30,woman,straight
7,6,1976,,,,woman,164,taipei,no,wenew65,24.97382382,121.5338351,27,55,40,man,straight
23,1,1982,,,,man,0,taipei,,jasonlu0133,25.05821613,121.5339307,24,54,34,woman,straight
26,5,1982,fit,socially,university,man,185,taipei,no,spabobo82,24.9477709,121.534082,23,38,34,woman,straight
27,7,1994,,,,woman,0,taipei,,lenaandluna,24.9704636,121.5340835,24,30,22,man,straight
13,7,1994,,,university,woman,0,taipei,,yachulo-linda,25.08065591,121.5340835,23,27,22,man,straight
2,1,1985,fit,socially,post_grad,man,178,taipei,sometimes,xxxsamx,24.98410367,121.5341768,25,35,32,woman,straight
9,4,1966,thin,socially,post_grad,woman,163,taipei,no,windycake,25.01394794,121.5342547,46,58,50,man,straight
12,12,1986,,,,woman,165,taipei,,lucybbk,24.99766948,121.5343789,25,45,30,man,straight
1,7,1973,fit,socially,post_grad,man,175,taipei,no,richardintaipei,25.0720999,121.5345217,30,40,43,woman,straight
1,5,1980,fit,socially,university,man,0,taipei,,mt1499,24.87704962,121.5345543,22,41,36,woman,straight
10,10,1984,,,,man,0,taipei,,waigoren,25.02792158,121.5346576,18,40,32,woman,straight
20,5,1985,,,,woman,0,taipei,,tianxin3208,25.00019661,121.5347363,25,50,31,man,straight
30,7,1988,,not_at_all,university,woman,0,taipei,no,yueshi,25.19642514,121.5347816,26,38,28,man,straight
18,5,1981,average_build,socially,university,man,0,taipei,no,ethan-vwgti,25.0450239,121.5348924,23,48,35,woman,straight
26,11,1996,,socially,university,man,165,taipei,no,ivanfan,25.02215279,121.5349506,18,26,20,woman,straight
16,10,1970,fit,socially,university,man,181,taipei,no,cat_terrylee,25.08398401,121.5349589,18,55,46,woman,straight
18,11,1988,,,,woman,0,taipei,,pingpong2u,25.10256917,121.534998,21,42,28,woman,gay
18,4,1987,,socially,,man,195,taipei,no,phil18041987,24.79685249,121.5351238,20,38,29,woman,straight
28,11,1983,average_build,socially,,woman,160,taipei,no,veronyh,25.0329636,121.5352544,24,35,33,man,straight
20,8,1990,,,,woman,0,taipei,,pgmagg,25.12927508,121.53536,26,35,26,man,straight
9,9,1975,,,,man,0,taipei,,wuming147,25.2532017,121.5353767,27,68,41,woman,straight
23,11,1981,,,,woman,0,taipei,,hsassim,25.20654851,121.5354268,24,56,35,man,straight
22,10,1979,average_build,not_at_all,,woman,152,taipei,no,lisamel2016,25.01629693,121.5354418,25,58,37,man,straight
6,2,1982,fit,socially,university,man,178,taipei,no,chigsu,24.87772894,121.5355123,18,35,34,woman,straight
28,3,1978,,not_at_all,,man,0,taipei,no,momceesay,25.09330843,121.5355463,25,50,38,woman,straight
12,4,1985,,socially,,woman,168,taipei,yes,jeanwearsnojeans,25.0489636,121.5357356,24,40,31,man,straight
2,8,1985,average_build,socially,,man,0,taipei,no,cilu12345,25.08290415,121.5358616,20,46,31,woman,straight
12,1,1981,,,,woman,0,taipei,,venven2828,25.09943332,121.536015,24,56,36,man,straight
17,4,1995,average_build,socially,university,woman,160,taipei,no,diane275,25.05636261,121.5360459,18,45,21,man,straight
22,9,1983,,,,man,0,taipei,,reno-r,25.09266509,121.536047,20,35,33,woman,straight
10,2,1990,,socially,,man,175,taipei,,colakoyang,25.00709038,121.5360972,18,35,26,woman,straight
12,9,1994,a_little_extra,socially,university,woman,160,taipei,no,chris_y912,24.92616748,121.5362224,20,30,22,woman,gay
27,10,1971,average_build,socially,university,woman,0,taipei,no,6thavenue,25.05705999,121.5362691,30,52,45,man,straight
22,8,1988,,socially,university,woman,158,taipei,,ceeceeyt,25.08870496,121.5362811,29,36,28,man,straight
1,1,1991,average_build,socially,post_grad,woman,160,taipei,no,kathrorine,24.99951493,121.5363006,20,40,26,man,straight
14,4,1997,thin,socially,,man,188,taipei,no,jameshu0414,25.00959131,121.5364089,18,25,19,woman,straight
31,1,1990,,,,woman,0,taipei,,hsuanliu,25.12387269,121.5364192,20,38,26,man,straight
5,2,1995,fit,socially,university,woman,0,taipei,no,lizsu0205,25.05231844,121.5364413,18,28,21,man,straight
26,6,1984,fit,socially,university,man,175,taipei,no,mark-lin-,25.00833306,121.5365251,22,33,32,woman,straight
9,10,1978,fit,not_at_all,university,woman,158,taipei,no,abby257,24.98402743,121.5365668,28,38,38,man,straight
27,4,1987,,socially,post_grad,man,180,sung-shan,no,ffelixx,25.10247591,121.5366099,20,38,29,woman,straight
26,8,1995,fit,,,man,186,taipei,sometimes,greenboy_26,25.03809181,121.5366581,18,28,21,woman,straight
9,8,1976,average_build,socially,university,man,164,taipei,no,alberthsu,25.0329636,121.536753,24,35,40,woman,straight
18,5,1980,thin,socially,university,woman,170,taipei,no,serin0518,25.00430118,121.5369758,25,45,36,man,straight
1,1,1962,average_build,,post_grad,man,173,taipei,no,jefftaila,24.97032378,121.5371249,28,42,55,woman,straight
27,10,1984,,socially,university,man,173,taipei,no,neilxie,25.07740804,121.537144,28,38,32,woman,straight
29,4,1962,a_little_extra,,university,man,188,taipei,,more2say2day,24.98159374,121.5371915,36,56,54,woman,straight
27,11,1975,a_little_extra,often,university,man,175,taipei,no,raisingdaniel,25.0302388,121.5374122,22,30,41,woman,straight
18,7,1991,,,,man,0,taipei,,spongejack0718,25.04524861,121.5374313,19,36,25,woman,straight
2,6,1993,,socially,university,woman,165,taipei,no,foodisbae114,24.9916853,121.537437,18,38,23,everyone,bisexual
22,10,1987,overweight,not_at_all,,woman,0,taipei,no,xaviera_ho,24.98423479,121.5374548,33,42,29,man,straight
20,11,1982,fit,socially,university,man,0,taipei,yes,donstanlo,25.06259323,121.5375384,23,52,34,woman,straight
9,9,1990,,socially,post_grad,woman,0,taipei,no,makeitseasy,24.71508281,121.5375597,28,50,26,man,straight
10,1,1968,,socially,,woman,0,taipei,no,jadyzhang,24.98782471,121.537649,31,82,49,man,straight
11,5,1976,,,university,woman,0,taipei,no,childliketw,25.02137245,121.5376811,35,45,40,man,straight
8,5,1994,thin,socially,,woman,0,taipei,,vicky0508,25.09562679,121.5377132,18,28,22,man,straight
28,2,1972,,socially,,woman,0,taipei,no,phyllis89,24.86018873,121.537777,29,74,44,man,straight
5,11,1987,,,,woman,0,taipei,,airenefromspace,25.07359565,121.5377886,21,44,29,man,straight
7,4,1967,full_figured,,,man,180,taipei,,biscia767,25.22578871,121.5378677,45,70,49,woman,straight
4,9,1987,,,,woman,0,taipei,,abby-cheng,25.04398564,121.5379354,21,44,29,man,straight
1,8,1976,fit,,,man,176,taipei,no,poxson,24.99955346,121.5381417,18,43,40,woman,straight
14,11,1970,fit,socially,,man,183,taipei,,zenufo,25.12285124,121.5382586,30,50,46,woman,straight
16,2,1987,,,,woman,0,taipei,,lastingwind,24.98440245,121.5382638,21,44,29,man,straight
18,8,1987,fit,socially,,man,171,taipei,no,martytommy,25.00133343,121.5382663,23,28,29,woman,straight
1,7,1989,average_build,socially,university,woman,160,taipei,no,seeingmin,24.95037832,121.5382869,20,35,27,man,straight
25,4,1977,fit,socially,post_grad,man,181,taipei,no,hsush,25.03669494,121.5383082,20,37,39,woman,straight
21,10,1980,,socially,university,man,0,taipei,no,klon_ch,24.99838913,121.5383227,25,58,36,woman,straight
16,8,1987,,,,man,0,taipei,,milkjui,24.99760292,121.538354,21,44,29,woman,straight
18,8,1992,fit,socially,university,woman,0,taipei,no,noviapie,25.03616189,121.5384807,22,30,24,man,straight
1,1,1974,average_build,socially,post_grad,man,187,taipei,no,pngkang,25.00070554,121.5385611,28,42,43,woman,straight
9,10,1970,fit,socially,university,man,186,taipei,no,martinaustaiwan,25.00997509,121.5385611,28,40,46,woman,straight
30,4,1984,,not_at_all,,woman,0,taipei,no,taiwanese1984,24.92015872,121.5386628,24,44,32,man,straight
29,8,1993,,socially,,woman,0,taipei,,mandy88210,25.01131006,121.5386709,22,28,23,man,straight
6,12,1974,,socially,university,man,171,taipei,no,redearth23,25.01335576,121.5386888,28,70,42,woman,straight
24,2,1983,,,university,man,0,taipei,,tomascupid_taco,25.08268736,121.5387601,18,33,33,woman,straight
15,5,1983,fit,,,woman,0,taipei,no,feina-,25.04274355,121.5388781,30,45,33,man,straight
18,1,1985,fit,socially,post_grad,man,177,taipei,no,miguelmustachio,25.05918529,121.5388928,22,28,31,woman,straight
1,3,1987,,,,woman,165,taipei,,xting31,25.01798856,121.538925,21,44,29,man,straight
23,12,1995,,,,man,0,taipei,,mark_tacomania,25.02159996,121.5389951,18,26,21,everyone,bisexual
29,10,1988,average_build,socially,post_grad,man,180,taipei,sometimes,vanii40,25.01449394,121.5391686,21,42,28,woman,straight
31,8,1984,average_build,socially,post_grad,man,177,taipei,no,henryting,25.02678122,121.5391738,27,35,32,woman,straight
10,3,1988,rather_not_say,socially,,woman,157,taipei,no,exodia88,25.00629693,121.5392171,33,40,28,man,straight
19,11,1977,,,,man,0,taipei,,jahazi,24.81478178,121.5393398,18,62,39,woman,straight
9,10,1975,fit,socially,post_grad,man,176,taipei,,matt452333,24.80918738,121.5394381,27,68,41,woman,straight
9,8,1993,fit,socially,university,man,178,taipei,no,tonylee0809,25.05405541,121.5395368,18,32,23,woman,straight
12,8,1979,,,,woman,0,taipei,,chia-chia,24.97338228,121.5395516,25,60,37,man,straight
22,4,1985,,socially,,man,176,taipei,,aceuphisleev,25.02904715,121.5395647,18,29,31,woman,straight
20,1,1984,,,,man,0,taipei,,brian_2017,25.03422942,121.5396441,23,50,32,woman,straight
19,5,1984,,,,woman,0,taipei,,kind23thecat,24.97414007,121.5397033,23,50,32,man,straight
20,9,1992,fit,socially,university,man,175,taipei,no,shiloh666,24.8829636,121.5397858,19,34,24,woman,straight
24,9,1988,,often,,woman,163,taipei,,evacyc,25.00031054,121.5397858,27,47,28,man,straight
10,2,1971,average_build,socially,post_grad,man,173,taipei,,jtw_taipei,25.07000064,121.5398327,18,40,45,woman,straight
29,4,1983,average_build,socially,post_grad,woman,165,taipei,no,nicole7249,25.00133095,121.5399048,25,38,33,man,straight
1,9,1984,,,,man,0,taipei,,mid901,24.95453223,121.5399234,23,50,32,woman,straight
4,5,1989,,socially,post_grad,woman,0,taipei,no,susuting,24.97676947,121.5399343,25,35,27,man,straight
30,1,1989,a_little_extra,socially,university,woman,158,taipei,no,susan0130yang,25.01907471,121.5399777,20,40,27,man,straight
5,9,1984,,,,woman,160,taipei,sometimes,mi123452000lee,25.04619403,121.5399815,25,50,32,man,straight
10,7,1978,,,university,woman,0,taipei,,twshufen,24.97354331,121.5400031,30,45,38,man,straight
17,3,1989,,socially,post_grad,man,0,taipei,no,zac273,25.18851916,121.5401503,20,32,27,woman,straight
19,11,1983,fit,socially,post_grad,man,170,taipei,no,wontonpunch,25.120613,121.540316,21,30,33,woman,straight
6,12,1993,,socially,university,woman,163,taipei,no,annietsai,24.98857396,121.5406041,21,35,23,man,straight
3,2,1988,,,,woman,0,taipei,,smallpurple,25.02486175,121.5406626,28,36,28,man,straight
2,1,1989,,,,woman,0,taipei,,love27inabox,24.9896491,121.5407077,28,35,28,man,straight
25,4,1973,,,,woman,0,taipei,,gtm2015,25.0829636,121.5407693,35,60,43,man,straight
1,9,1979,fit,socially,,man,188,taipei,no,antwainui,25.00309162,121.5409107,20,35,37,woman,straight
18,1,1991,fit,socially,university,man,183,taipei,no,koomar123,24.89925886,121.5410366,19,34,25,woman,straight
24,10,1977,average_build,socially,post_grad,man,171,taipei,,layfett,25.04679759,121.5410366,24,40,39,woman,straight
11,9,1978,,,post_grad,woman,156,taipei,no,huiching,24.98126732,121.541155,28,45,38,man,straight
11,6,1969,,,,man,0,taipei,,abelmix_great,25.28166826,121.5413718,30,38,47,woman,straight
23,7,1988,,,,man,0,taipei,,juju_tw,25.00272602,121.5413762,21,42,28,woman,straight
21,8,1991,,,,woman,0,taipei,,sukkiq,25.07411586,121.5414131,19,36,25,man,straight
27,5,1991,,,,woman,0,taipei,,cartrishe,24.96721966,121.541446,26,36,25,man,straight
24,8,1983,fit,socially,space_camp,man,183,taipei,no,homeless23,24.99366229,121.5414747,21,33,33,woman,straight
30,3,1987,,,,woman,160,taipei,no,bigtinymiss,24.95494942,121.5415105,21,35,29,man,straight
26,4,1986,average_build,,,man,185,taipei,,greg426,25.00061859,121.5415224,22,46,30,woman,straight
25,9,1992,full_figured,socially,university,man,180,taipei,no,weiproteinshake,24.96094144,121.5417114,21,30,24,woman,straight
8,2,1984,,,,woman,0,taipei,,1212amber,25.37324138,121.5420034,26,40,32,man,straight
27,11,1990,,,,woman,0,taipei,,momowy,25.02947928,121.5422561,28,35,26,man,straight
20,12,1997,,,,woman,0,taipei,,amy80124,25.00272602,121.5423499,18,26,19,man,straight
27,11,1969,average_build,often,,man,181,taipei,sometimes,handolkim,25.04301385,121.5423603,25,48,47,woman,straight
25,1,1978,average_build,socially,university,woman,163,taipei,no,bonnieregina,25.10572479,121.5424383,33,46,38,man,straight
26,6,1993,fit,socially,university,man,170,taipei,no,evanxfavor,24.94724931,121.5424991,23,35,23,man,gay
26,4,1970,fit,not_at_all,post_grad,man,179,taipei,no,epicure_hsu,25.09365326,121.5425797,25,50,46,woman,straight
4,11,1979,,not_at_all,,woman,165,taipei,no,sara-ssra,25.05677312,121.5425815,25,60,37,man,straight
21,5,1991,,socially,university,woman,156,taipei,no,winnielulu,25.04440852,121.5426386,27,32,25,man,straight
2,2,1983,fit,socially,post_grad,man,168,taipei,no,red-hh,25.01703223,121.5428704,26,36,33,woman,straight
25,12,1981,,often,,woman,155,taipei,no,hope1225,25.09753314,121.5428704,24,40,35,man,straight
23,7,1980,fit,often,post_grad,man,175,sung-shan,no,mark42-tpe,25.25247166,121.5428951,25,45,36,woman,straight
28,10,1977,,socially,university,woman,166,taipei,no,lililihsin,25.07609299,121.5430178,38,45,39,man,straight
10,12,1992,,,,man,0,taipei,,chunho81,24.85257144,121.5432354,18,32,24,woman,straight
27,7,1980,fit,not_at_all,post_grad,woman,173,taipei,sometimes,vetfion,25.00311285,121.5432784,35,45,36,man,straight
2,9,1994,,socially,,woman,158,taipei,no,cynthia8393,25.01257991,121.543368,18,28,22,man,straight
3,10,1989,,socially,university,woman,167,taipei,no,samantha1110,25.08653503,121.543368,25,35,27,man,straight
20,3,1981,fit,socially,university,man,172,taipei,no,summerfinger,24.99848084,121.5434061,24,35,35,woman,straight
16,4,1983,fit,socially,university,man,176,taipei,no,ray72416,25.09142131,121.5434488,23,52,33,woman,straight
2,12,1977,,,,man,0,taipei,,avan77,24.99195414,121.5436245,20,40,39,woman,straight
18,8,1990,,,,man,0,taipei,,j6128329,25.05067316,121.5436877,20,38,26,woman,straight
28,2,1987,,socially,,woman,158,taipei,no,sssray,25.07104714,121.5436877,21,44,29,man,straight
29,1,1978,thin,socially,,woman,158,taipei,no,chloeku,25.11900567,121.5437139,33,45,38,man,straight
25,3,1992,fit,socially,post_grad,man,0,taipei,,dmitry371q,24.99711454,121.5437922,19,34,24,woman,straight
22,5,1986,a_little_extra,socially,university,woman,168,taipei,no,lovelysky42,25.01159608,121.5437922,25,40,30,man,straight
5,10,1981,,,,woman,0,taipei,,minjutaipei,24.96272949,121.5438552,32,45,35,man,straight
14,10,1982,,socially,,man,0,taipei,no,kuante_lu,25.19085834,121.5441502,18,40,34,woman,straight
25,12,1980,,socially,university,man,180,taipei,no,jakelin99,24.99021073,121.5443372,24,56,36,woman,straight
2,1,1982,average_build,socially,post_grad,woman,163,taipei,no,curlyhair1212,24.91850577,121.5443742,32,45,35,man,straight
5,5,1979,,socially,,woman,158,taipei,no,ritalin0505,24.98505941,121.5443742,37,45,37,man,straight
8,4,1992,,,,woman,0,taipei,no,cutenevil,25.01931172,121.5443742,19,34,24,man,straight
10,8,1988,,,,man,0,taipei,,redyinabox,25.09818099,121.5443943,21,60,28,woman,straight
20,8,1992,thin,not_at_all,university,woman,160,taipei,no,nikkialohahaha,25.01884595,121.5444323,23,35,24,man,straight
11,6,1988,fit,socially,,woman,165,taipei,,ichliebereisen,25.04001413,121.5444591,28,36,28,man,straight
7,5,1991,,,,woman,0,taipei,,empty4still,24.88431495,121.5444844,19,36,25,man,straight
5,3,1994,,,,man,0,taipei,,howard0305,24.99028067,121.5445118,18,60,22,woman,straight
30,1,1989,thin,,university,man,175,taipei,no,shangyic,24.91548509,121.5445935,20,33,27,woman,straight
18,8,1992,fit,socially,university,woman,148,taipei,no,little_tung,25.18012079,121.5446151,25,30,24,man,straight
17,5,1983,fit,not_at_all,university,man,188,taipei,no,jimmye13,25.08750905,121.5446656,22,32,33,woman,straight
8,8,1983,,,,man,165,taipei,,jeantaipei,24.98303702,121.5447014,23,52,33,woman,straight
12,8,1988,average_build,,university,man,174,taipei,no,roots0812,24.90505662,121.5447656,22,35,28,woman,straight
29,8,1982,,,,man,0,taipei,,zorrbaa,25.18680975,121.5448082,24,54,34,woman,straight
15,11,1981,,,,man,0,taipei,,ishish7788,24.99531654,121.5449023,24,40,35,woman,straight
20,8,1975,fit,socially,university,man,185,taipei,sometimes,taipeiteacher,25.35084439,121.5449908,28,47,41,woman,straight
23,10,1983,average_build,socially,post_grad,woman,170,sung-shan,no,33hibiscus,25.04165926,121.5450986,29,40,33,man,straight
24,12,1983,curvy,socially,two_year_college,woman,155,taipei,sometimes,akosijoyce,25.02940488,121.5451143,28,45,33,man,straight
30,7,1990,average_build,socially,,man,170,taipei,no,canada_panda,24.97920016,121.5451404,18,24,26,woman,straight
15,4,1985,,,,woman,0,taipei,,shih-ying,25.0056412,121.5451839,22,48,31,man,straight
13,5,1997,,,,woman,170,taipei,no,boice_cnb,25.0070627,121.5451839,18,99,19,man,straight
30,6,1981,fit,,university,man,183,taipei,,dmdiem,25.01586958,121.5453085,18,28,35,woman,straight
17,5,1990,average_build,socially,university,woman,157,taipei,no,llrs17,25.01963027,121.5453651,25,32,26,man,straight
10,7,1988,average_build,socially,university,man,0,taipei,no,midleman,25.00582373,121.5455263,21,42,28,woman,straight
17,8,1983,,,,woman,155,taipei,,poisonivy77_taco,25.17779119,121.5455855,28,45,33,man,straight
3,6,1983,thin,,,woman,0,taipei,,woodlover2016,25.06727733,121.545603,23,52,33,man,straight
20,2,1979,,,,woman,166,taipei,no,mollypeng,25.10385349,121.5456133,25,60,37,man,straight
21,5,1991,,socially,university,woman,156,taipei,no,mangochentw,24.99406902,121.5457596,27,33,25,man,straight
25,1,1987,,socially,post_grad,woman,158,taipei,no,cancanhjk,24.99007657,121.5457949,28,38,29,man,straight
4,4,1975,fit,socially,,man,168,taipei,sometimes,azamhamid,25.04342385,121.5458616,25,40,41,woman,straight
13,10,1989,,,post_grad,woman,160,taipei,no,nata52free,25.05685438,121.5459824,25,35,27,man,straight
1,7,1992,curvy,socially,university,woman,164,taipei,,tinw,25.02097958,121.5460093,28,40,24,man,straight
8,4,1987,,socially,,man,168,taipei,no,chimpchampthecat,25.11498253,121.5460946,20,40,29,woman,straight
6,2,1987,,socially,university,woman,158,taipei,no,tsaitracy,24.92987082,121.546196,28,38,29,man,straight
30,7,1985,rather_not_say,socially,,woman,157,taipei,no,hujessica,25.03413182,121.5462207,22,48,31,man,straight
10,3,1969,thin,not_at_all,two_year_college,woman,171,taipei,no,sweetie_7,25.05286992,121.5463011,40,50,47,man,straight
22,2,1978,,,,woman,0,taipei,,celline78,25.06894561,121.5464051,45,56,38,man,straight
12,6,1970,,,,man,0,taipei,,trey50asaurus,25.08732374,121.5464874,18,42,46,woman,straight
3,2,1990,,,university,woman,162,taipei,no,eva7923,25.05886001,121.5465079,24,36,26,man,straight
9,9,1984,,socially,university,woman,168,taipei,no,yiling-io,25.0612274,121.5465315,26,40,32,man,straight
12,4,1980,,,,woman,0,taipei,,rainsmoke,24.89462368,121.5466572,25,58,36,man,straight
2,2,1982,thin,socially,,woman,167,taipei,,bonniewang0202,25.03648473,121.5467468,24,54,34,man,straight
9,9,1990,,socially,,man,180,taipei,no,roman3tehpony,24.87471444,121.5468143,20,38,26,woman,straight
25,7,1986,,,,woman,0,taipei,,helenkittykitty,24.98064493,121.5468143,42,,30,man,straight
30,10,1978,,socially,university,woman,0,taipei,no,howfineyi,24.99363776,121.5468394,30,47,38,man,straight
21,8,1992,,socially,,woman,0,taipei,no,cathycelia,24.93577138,121.5468554,18,30,24,man,straight
11,9,1987,,,,woman,0,taipei,,marysssssaayy,25.04465951,121.5468592,21,44,29,man,straight
1,6,1986,,,,woman,0,taipei,,laie99,25.13441288,121.5468624,22,46,30,man,straight
1,10,1976,,socially,university,woman,0,taipei,no,space1010,24.98793742,121.5469083,30,45,40,man,straight
4,3,1974,average_build,not_at_all,university,man,170,taipei,no,panzer8118,25.06744636,121.5469425,30,40,42,woman,straight
12,4,1984,,,,woman,0,taipei,,ivaliu,25.20717963,121.5470057,23,50,32,man,straight
18,9,1984,,,,man,0,taipei,,yoman120,25.06014807,121.5470595,22,48,32,woman,straight
7,10,1970,,,,woman,0,taipei,no,toots70,24.97161391,121.5471118,30,55,46,man,straight
15,1,1984,fit,socially,university,man,175,taipei,,jasontsao0115,25.01102576,121.5471276,18,48,32,woman,straight
15,8,1979,average_build,often,post_grad,man,182,taipei,yes,pyyang,25.2623214,121.5471341,25,40,37,woman,straight
2,3,1994,,not_at_all,university,woman,160,taipei,no,annie_lin,25.16319616,121.5471564,22,28,22,man,straight
30,7,1993,,,,woman,0,taipei,,elayc,25.0569636,121.5472633,22,32,23,man,straight
19,4,1988,average_build,socially,space_camp,woman,165,taipei,no,summermeimei,25.05276558,121.5472862,28,35,28,man,straight
8,11,1998,,,,woman,0,taipei,,alice_1010,25.00336529,121.5472999,18,20,18,man,straight
23,5,1997,,,,woman,0,taipei,,yihanwang,24.96491067,121.5473109,18,26,19,man,straight
20,3,1994,,,,man,0,taipei,,tejacruzz,24.99956478,121.5473224,18,30,22,woman,straight
11,12,1979,,,,woman,166,taipei,,kelly123bear,25.10517367,121.5474088,25,58,37,man,straight
23,11,1987,fit,socially,university,man,0,taipei,no,funnyjie,25.05260353,121.5474627,21,44,29,woman,straight
12,1,1975,,,,woman,0,taipei,,lizziefranz,25.07863289,121.5474781,27,60,42,man,straight
1,4,1987,thin,socially,university,man,181,taipei,yes,lox137,25.02254693,121.5475697,19,28,29,woman,straight
28,3,1990,,often,,man,0,taipei,yes,nando0083,25.1436019,121.5475697,20,38,26,woman,straight
7,10,1989,,socially,,woman,0,taipei,no,michchen,25.00472226,121.5476332,23,35,27,man,straight
6,8,1986,,,,man,0,taipei,,africanboycute,25.16809874,121.5476963,22,46,30,woman,straight
13,6,1987,fit,socially,post_grad,woman,160,taipei,no,julia0613,25.064517,121.5479268,32,40,29,man,straight
15,12,1984,,,,man,0,taipei,no,enterprise1215,25.13210153,121.5481258,22,33,32,woman,straight
15,8,1981,a_little_extra,socially,university,woman,160,taipei,no,syslee,25.00659443,121.5481854,28,43,35,man,straight
8,6,1993,,,,woman,0,taipei,,fannychang_68,25.02609075,121.5481854,22,30,23,man,straight
12,7,1992,thin,,,woman,158,taipei,,chalieyeah,25.0293006,121.548204,19,34,24,man,straight
19,2,1995,fit,not_at_all,university,man,179,taipei,no,coppopya,25.07777492,121.5482278,18,28,21,woman,straight
6,11,1994,average_build,socially,university,woman,160,taipei,no,mandy1452,25.08192321,121.5482839,21,30,22,man,straight
21,6,1985,,,,man,0,taipei,,white_doraemon,25.07345656,121.5483119,18,50,31,woman,straight
12,4,1992,,,,man,0,taipei,,ivanlin0412,25.05906474,121.5483328,19,34,24,woman,straight
20,6,1985,,,university,woman,0,taipei,no,ssgoddessofdream,24.98986015,121.548362,30,40,31,man,straight
12,10,1985,fit,,university,man,175,taipei,no,dmaiasaurus,24.94341136,121.5483874,18,50,31,woman,straight
3,1,1996,,,,woman,0,taipei,,zoe_13_dms,25.0207187,121.5484537,18,26,21,man,straight
18,9,1992,,,,man,0,taipei,,kooladz,24.9091851,121.5485492,19,34,24,woman,straight
27,3,1993,,,,man,0,taipei,,luluhaha,25.27322334,121.5485918,18,32,23,woman,straight
9,6,1988,,socially,post_grad,woman,159,taipei,no,3san3,25.04836644,121.5486309,25,35,28,man,straight
1,8,1980,,,,woman,0,taipei,,amersha,24.99880211,121.5487601,30,36,36,man,straight
27,7,1996,thin,socially,university,man,168,taipei,no,kayong,25.02732026,121.5487815,18,26,20,man,gay
27,6,1990,fit,socially,university,man,178,taipei,no,theaaronlee,24.97724512,121.5487832,18,25,26,woman,straight
19,8,1971,,,,woman,0,taipei,,lilycola,25.0329636,121.5488063,38,55,45,man,straight
21,2,1982,,,,man,0,taipei,,marmasummer,25.06583741,121.5488979,24,54,34,woman,straight
2,6,1991,fit,,,man,175,taipei,,tonykch,24.98988668,121.548935,19,41,25,man,gay
22,5,1989,,socially,two_year_college,woman,167,taipei,no,benamao,25.06346469,121.5489884,20,40,27,man,straight
14,1,1985,average_build,not_at_all,,woman,160,taipei,no,irisrabbit,25.11199586,121.5490334,25,35,31,man,straight
1,12,1992,,socially,,man,177,taipei,no,paulpaul2016,25.01091951,121.5490907,19,34,24,woman,straight
18,9,1964,fit,socially,post_grad,man,175,taipei,no,mark91853,25.11652906,121.5491754,33,90,52,woman,straight
22,9,1980,average_build,socially,university,woman,155,taipei,no,louise0922,24.94006743,121.5491996,25,55,36,man,straight
4,9,1990,average_build,socially,university,man,187,taipei,no,miketsai,25.01459625,121.5492106,20,30,26,woman,straight
9,9,1982,,,,woman,166,taipei,no,elena-wu,24.99669417,121.5492978,30,42,34,man,straight
26,2,1995,,,,woman,0,taipei,,tsui09,24.85547442,121.5493214,18,26,21,man,straight
18,7,1975,fit,,,man,0,taipei,no,richardintpe,25.07025174,121.5493576,22,55,41,woman,straight
9,2,1984,,,,woman,0,taipei,,ting-ling8861,24.98653098,121.5493625,27,45,32,man,straight
2,7,1981,,,,woman,0,taipei,sometimes,killahbabe72,25.14223512,121.5493625,33,40,35,man,straight
20,4,1979,,socially,,woman,0,taipei,no,janechenthecat,25.04956641,121.5493918,33,60,37,man,straight
23,2,1987,,socially,,woman,0,taipei,no,elissalin,24.97874673,121.5495117,29,45,29,man,straight
